league,season,team,player,nation,pos,age,born,MP Playing Time,Starts Playing Time,Min Playing Time,90s Playing Time,Gls Performance,Ast Performance,G+A Performance,G-PK Performance,PK Performance,PKatt Performance,CrdY Performance,CrdR Performance,xG Expected,npxG Expected,xAG Expected,npxG+xAG Expected,PrgC Progression,PrgP Progression,PrgR Progression,Gls Per 90 Minutes,Ast Per 90 Minutes,G+A Per 90 Minutes,G-PK Per 90 Minutes,G+A-PK Per 90 Minutes,xG Per 90 Minutes,xAG Per 90 Minutes,xG+xAG Per 90 Minutes,npxG Per 90 Minutes,npxG+xAG Per 90 Minutes,90s,G-xG Expected,np:G-xG Expected,npxG/Sh Expected,Dist Standard,FK Standard,G/Sh Standard,G/SoT Standard,Gls Standard,PK Standard,PKatt Standard,Sh Standard,Sh/90 Standard,SoT Standard,SoT% Standard,SoT/90 Standard,1/3,Ast,CrsPA,A-xAG Expected,xA Expected,KP,Att Long,Cmp Long,Cmp% Long,Att Medium,Cmp Medium,Cmp% Medium,PPA,PrgP,Att Short,Cmp Short,Cmp% Short,Att Total,Cmp Total,Cmp% Total,PrgDist Total,TotDist Total,xAG,Att,In Corner Kicks,Out Corner Kicks,Str Corner Kicks,Blocks Outcomes,Cmp Outcomes,Off Outcomes,CK Pass Types,Crs Pass Types,Dead Pass Types,FK Pass Types,Live Pass Types,Sw Pass Types,TB Pass Types,TI Pass Types,GCA GCA,GCA90 GCA,Def GCA Types,Fld GCA Types,PassDead GCA Types,PassLive GCA Types,Sh GCA Types,TO GCA Types,SCA SCA,SCA90 SCA,Def SCA Types,Fld SCA Types,PassDead SCA Types,PassLive SCA Types,Sh SCA Types,TO SCA Types,Blocks Blocks,Pass Blocks,Sh Blocks,Att Challenges,Lost Challenges,Tkl Challenges,Tkl% Challenges,Clr,Err,Int,Att 3rd Tackles,Def 3rd Tackles,Mid 3rd Tackles,Tkl Tackles,TklW Tackles,Tkl+Int,1/3 Carries,CPA Carries,Carries Carries,Dis Carries,Mis Carries,PrgC Carries,PrgDist Carries,TotDist Carries,PrgR Receiving,Rec Receiving,Att Take-Ons,Succ Take-Ons,Succ% Take-Ons,Tkld Take-Ons,Tkld% Take-Ons,Att 3rd Touches,Att Pen Touches,Def 3rd Touches,Def Pen Touches,Live Touches,Mid 3rd Touches,Touches Touches,Min% Playing Time,Mn/MP Playing Time,Compl Starts,Mn/Start Starts,Starts Starts,Mn/Sub Subs,Subs Subs,unSub Subs,+/- Team Success,+/-90 Team Success,On-Off Team Success,PPM Team Success,onG Team Success,onGA Team Success,On-Off Team Success (xG),onxG Team Success (xG),onxGA Team Success (xG),xG+/- Team Success (xG),xG+/-90 Team Success (xG),Lost Aerial Duels,Won Aerial Duels,Won% Aerial Duels,2CrdY Performance,Crs Performance,Fld Performance,Fls Performance,Int Performance,OG Performance,Off Performance,PKcon Performance,PKwon Performance,Recov Performance,TklW Performance
ENG-Premier League,2324,Arsenal,Gabriel Jesus,BRA,FW,26,1997,27,17,1478,16.4,4,5,9,4,0,0,6,0,6.3,6.3,3.8,10.1,38,42,155,0.24,0.3,0.55,0.24,0.55,0.39,0.23,0.62,0.39,0.62,16.4,-2.3,-2.3,0.12,12.2,0,0.07,0.21,4,0,0,55,3.35,19,34.5,1.16,18,5,1,1.2,3.2,29,16,10,62.5,140,111,79.3,19,42,306,259,84.6,513,403,78.6,971,5315,3.8,513,0,0,0,18,403,8,0,9,23,2,482,2,8,6,8,0.49,0,1,1,4,1,1,59,3.59,4,3,1,37,5,9,23,22,1,18,13,5,27.8,12,0,13,8,11,5,24,17,37,21,25,489,38,61,38,1146,2654,155,567,75,35,46.7,30,40.0,472,139,75,16,782,247,782,43.2,55,4,78,17,16,10,3,18,1.1,-0.94,2.19,29,11,-0.1,31.3,11.4,19.9,1.21,38,15,28.3,0,9,32,26,13,0,16,0,1,59,17
ENG-Premier League,2324,Arsenal,Gabriel Magalhães,BRA,DF,25,1997,36,34,3044,33.8,4,0,4,4,0,0,4,0,4.3,4.3,0.7,5.0,13,117,8,0.12,0.0,0.12,0.12,0.12,0.13,0.02,0.15,0.13,0.15,33.8,-0.3,-0.3,0.14,7.9,0,0.13,0.4,4,0,0,31,0.92,10,32.3,0.3,143,0,1,-0.7,0.7,3,199,108,54.3,1013,942,93.0,9,117,885,841,95.0,2157,1914,88.7,10388,32123,0.7,2157,0,0,0,22,1914,5,0,4,122,53,2030,4,2,4,3,0.09,0,0,0,3,0,0,23,0.68,1,0,1,20,1,0,44,11,33,22,5,17,77.3,100,1,31,2,24,22,48,28,79,37,1,1447,3,12,13,3455,6001,8,1702,5,2,40.0,2,40.0,234,42,1049,321,2447,1176,2447,89.0,85,32,89,34,13,2,2,52,1.54,-0.86,2.36,78,26,-0.98,65.0,25.7,39.3,1.16,62,77,55.4,0,4,34,35,31,1,1,0,0,136,28
ENG-Premier League,2324,Arsenal,Gabriel Martinelli,BRA,FW,22,2001,35,24,2019,22.4,6,4,10,6,0,0,1,0,6.8,6.8,6.1,12.9,127,65,345,0.27,0.18,0.45,0.27,0.45,0.31,0.27,0.58,0.31,0.58,22.4,-0.8,-0.8,0.12,15.6,0,0.1,0.3,6,0,0,58,2.59,20,34.5,0.89,22,4,7,-2.1,5.2,46,85,47,55.3,292,237,81.2,33,65,490,424,86.5,929,724,77.9,2008,11003,6.1,929,30,0,0,29,724,2,35,109,49,3,878,3,3,11,11,0.49,0,0,1,7,2,1,92,4.1,2,1,6,63,8,12,23,22,1,32,19,13,40.6,9,1,5,9,9,12,30,24,35,49,82,856,41,54,127,2981,5863,345,956,114,40,35.1,61,53.5,844,196,96,12,1241,315,1241,59.0,58,4,74,24,22,11,0,29,1.29,-0.83,2.34,52,23,0.09,43.8,14.5,29.3,1.3,26,15,36.6,0,109,24,23,5,0,9,0,0,95,24
ENG-Premier League,2324,Arsenal,Jakub Kiwior,POL,DF,23,2000,20,11,946,10.5,1,3,4,1,0,0,1,0,0.8,0.8,0.9,1.7,4,55,16,0.1,0.29,0.38,0.1,0.38,0.08,0.09,0.16,0.08,0.16,10.5,0.2,0.2,0.14,13.8,0,0.17,0.5,1,0,0,6,0.57,2,33.3,0.19,43,3,3,2.1,0.6,6,58,34,58.6,249,214,85.9,8,55,303,270,89.1,625,523,83.7,3042,8555,0.9,625,0,0,0,2,523,2,0,12,73,6,550,1,1,67,4,0.38,0,0,1,3,0,0,13,1.24,0,1,2,10,0,0,11,8,3,19,5,14,73.7,28,1,8,1,11,8,20,12,28,8,1,362,2,8,4,681,1264,16,462,3,2,66.7,1,33.3,167,15,189,25,716,367,716,27.7,47,7,80,11,7,9,18,31,2.95,1.82,2.65,39,8,0.8,24.8,5.4,19.4,1.85,11,15,57.7,0,12,3,10,8,0,0,0,0,35,12
ENG-Premier League,2324,Arsenal,Jorginho,ITA,MF,31,1991,24,10,921,10.2,0,2,2,0,0,0,1,0,0.1,0.1,1.4,1.5,8,101,8,0.0,0.2,0.2,0.0,0.2,0.01,0.13,0.14,0.01,0.14,10.2,-0.1,-0.1,0.02,24.6,0,0.0,,0,0,0,4,0.39,0,0.0,0.0,81,2,1,0.6,2.1,10,59,45,76.3,310,280,90.3,25,101,380,360,94.7,785,699,89.0,3439,11386,1.4,785,0,0,0,5,699,8,0,3,18,13,759,1,5,1,5,0.49,0,0,0,5,0,0,27,2.64,1,0,0,25,1,0,17,16,1,23,12,11,47.8,7,1,12,8,6,10,24,10,36,11,0,521,4,5,8,945,1941,8,671,5,2,40.0,3,60.0,239,5,154,25,871,479,871,26.9,38,3,78,10,10,14,13,14,1.37,-0.36,2.42,25,11,0.01,21.2,8.2,13.0,1.27,7,7,50.0,0,3,15,9,12,0,0,0,0,49,10
ENG-Premier League,2324,Arsenal,Jurriën Timber,NED,DF,22,2001,2,1,71,0.8,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,8,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,,,0,,,0,0,0,0,0.0,0,,0.0,11,0,0,0.0,0.0,0,2,1,50.0,33,30,90.9,0,8,36,35,97.2,74,66,89.2,221,982,0.0,74,0,0,0,2,66,0,0,1,7,1,67,1,0,6,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,0,0,0,0,,1,0,0,0,1,1,2,2,2,3,0,61,1,0,0,121,249,5,61,1,1,100.0,0,0.0,17,1,11,0,79,51,79,2.1,36,0,49,1,22,1,0,3,3.8,2.22,3.0,3,0,0.74,1.9,0.3,1.6,2.0,1,1,50.0,0,1,0,3,0,0,1,0,0,4,2
ENG-Premier League,2324,Arsenal,Kai Havertz,GER,"MF,FW",24,1999,37,30,2634,29.3,13,7,20,12,1,1,11,0,12.3,11.6,4.4,15.9,55,99,191,0.44,0.24,0.68,0.41,0.65,0.42,0.15,0.57,0.39,0.54,29.3,0.7,0.4,0.17,12.4,0,0.18,0.44,13,1,1,68,2.32,27,39.7,0.92,65,7,1,2.6,4.3,46,15,7,46.7,245,195,79.6,29,99,609,525,86.2,955,764,80.0,2405,9583,4.4,955,0,0,0,16,764,5,0,12,12,3,938,0,2,6,22,0.75,0,2,0,16,2,2,106,3.62,2,6,0,87,8,3,26,25,1,39,25,14,35.9,22,0,20,7,7,21,35,15,55,36,23,686,35,54,55,1532,3077,191,918,42,16,38.1,19,45.2,611,184,143,29,1281,541,1282,77.0,71,18,83,30,19,7,0,55,1.88,1.08,2.41,77,22,0.44,60.7,20.6,40.1,1.37,101,102,50.2,0,12,44,49,20,0,15,0,1,122,15
ENG-Premier League,2324,Arsenal,Leandro Trossard,BEL,"FW,MF",28,1994,34,18,1649,18.3,12,1,13,12,0,0,2,0,7.9,7.9,2.8,10.7,66,76,155,0.65,0.05,0.71,0.65,0.71,0.43,0.15,0.58,0.43,0.58,18.3,4.1,4.1,0.13,16.1,0,0.2,0.55,12,0,0,60,3.27,22,36.7,1.2,28,1,4,-1.8,3.2,24,60,31,51.7,241,181,75.1,29,76,315,271,86.0,673,494,73.4,1927,7666,2.8,673,22,0,0,30,494,2,24,57,46,6,625,2,8,8,6,0.33,0,2,1,1,0,2,65,3.55,0,4,3,46,5,7,27,26,1,25,16,9,36.0,6,0,8,10,8,9,27,16,35,43,27,591,39,47,66,1732,3651,155,650,47,25,53.2,16,34.0,502,121,105,15,912,318,912,48.2,49,3,72,18,22,16,3,35,1.91,0.54,2.32,45,10,0.05,37.3,13.6,23.7,1.3,10,5,33.3,0,57,20,15,8,0,9,0,1,88,16
ENG-Premier League,2324,Arsenal,Martin Ødegaard,NOR,MF,24,1998,35,35,3091,34.3,8,10,18,6,2,2,2,0,7.4,5.8,9.6,15.5,91,344,202,0.23,0.29,0.52,0.17,0.47,0.22,0.28,0.5,0.17,0.45,34.3,0.6,0.2,0.08,20.2,4,0.08,0.29,8,2,2,75,2.18,21,28.0,0.61,160,10,13,0.4,11.2,102,140,91,65.0,744,635,85.3,130,344,992,907,91.4,2006,1692,84.3,7898,25780,9.6,2006,21,1,0,38,1692,16,26,77,103,55,1887,3,39,13,23,0.67,0,1,2,18,2,0,220,6.41,1,6,17,178,10,8,23,22,1,58,41,17,29.3,5,0,15,10,18,21,49,17,64,83,37,1563,58,53,91,3514,8190,202,1827,81,37,45.7,38,46.9,1173,165,244,24,2324,926,2326,90.4,88,22,88,35,,0,1,58,1.69,0.59,2.37,81,23,0.04,68.6,24.9,43.7,1.27,9,3,25.0,0,77,36,30,15,0,3,0,1,158,17
ENG-Premier League,2324,Arsenal,Mohamed Elneny,EGY,MF,31,1992,3,0,28,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.26,0.26,0.26,0.3,-0.1,-0.1,0.04,25.8,0,0.0,0.0,0,0,0,2,6.43,1,50.0,3.21,2,0,0,0.0,0.0,0,0,0,,21,21,100.0,0,1,19,18,94.7,40,39,97.5,147,624,0.0,40,0,0,0,0,39,0,0,0,1,1,39,0,0,0,0,0.0,0,0,0,0,0,0,1,3.21,0,0,0,1,0,0,0,0,0,1,1,0,0.0,0,0,1,0,0,0,0,0,1,0,0,27,0,1,1,62,148,0,37,0,0,,0,,6,1,9,1,45,30,45,0.8,9,0,,0,9,3,13,1,3.21,1.6,3.0,1,0,0.98,0.8,0.1,0.7,2.24,1,1,50.0,0,0,0,1,1,0,0,0,0,2,0
ENG-Premier League,2324,Arsenal,Oleksandr Zinchenko,UKR,DF,26,1996,27,20,1722,19.1,1,2,3,1,0,0,2,0,0.6,0.6,2.5,3.1,40,229,58,0.05,0.1,0.16,0.05,0.16,0.03,0.13,0.16,0.03,0.16,19.1,0.4,0.4,0.03,24.0,0,0.06,0.33,1,0,0,17,0.89,3,17.6,0.16,154,2,4,-0.5,2.9,29,134,95,70.9,667,601,90.1,49,229,706,653,92.5,1568,1374,87.6,6928,23132,2.5,1568,0,0,0,14,1374,8,0,30,165,46,1395,5,11,119,6,0.31,0,0,1,5,0,0,67,3.5,0,0,1,64,1,1,18,15,3,52,17,35,67.3,26,2,20,7,19,24,50,30,70,28,7,1013,15,10,40,2334,4792,58,1178,14,7,50.0,5,35.7,519,28,335,46,1729,885,1729,50.4,64,7,79,20,21,7,5,23,1.2,-0.87,2.26,38,15,0.22,38.5,12.1,26.4,1.38,16,27,62.8,0,30,9,7,20,0,1,0,0,104,30
ENG-Premier League,2324,Arsenal,Reiss Nelson,ENG,FW,23,1999,15,1,268,3.0,0,0,0,0,0,0,1,0,0.2,0.2,0.6,0.8,9,5,26,0.0,0.0,0.0,0.0,0.0,0.07,0.2,0.27,0.07,0.27,3.0,-0.2,-0.2,0.05,19.7,0,0.0,0.0,0,0,0,4,1.34,1,25.0,0.34,1,0,2,-0.6,0.4,5,12,6,50.0,36,31,86.1,6,5,83,80,96.4,144,127,88.2,298,1674,0.6,144,4,0,0,3,127,0,5,14,12,4,132,1,0,3,0,0.0,0,0,0,0,0,0,9,3.02,0,0,1,7,1,0,5,4,1,10,2,8,80.0,5,0,1,3,5,1,9,6,10,5,4,129,4,11,9,281,729,26,128,7,1,14.3,6,85.7,96,13,30,8,188,67,188,7.8,18,0,74,1,14,14,15,9,3.02,1.51,2.27,10,1,0.39,7.0,2.2,4.8,1.62,5,0,0.0,0,14,6,5,1,0,0,0,0,22,6
ENG-Premier League,2324,Arsenal,Takehiro Tomiyasu,JPN,DF,24,1998,22,10,1149,12.8,2,1,3,2,0,0,2,1,1.5,1.5,0.4,1.9,17,72,37,0.16,0.08,0.23,0.16,0.23,0.12,0.03,0.15,0.12,0.15,12.8,0.5,0.5,0.09,14.9,0,0.12,0.67,2,0,0,17,1.33,3,17.6,0.23,60,1,3,0.6,0.8,6,56,27,48.2,267,229,85.8,10,72,342,306,89.5,697,574,82.4,2520,8941,0.4,697,0,0,0,11,574,2,0,14,80,7,615,2,2,73,2,0.16,0,0,0,2,0,0,17,1.33,0,0,0,16,1,0,10,6,4,18,7,11,61.1,33,0,18,1,15,4,20,9,38,14,3,469,3,13,17,1064,2158,37,520,12,4,33.3,7,58.3,248,31,192,37,824,389,824,33.6,52,7,85,10,25,12,1,20,1.57,-0.1,2.41,30,10,-0.47,24.5,12.2,12.3,0.96,20,25,55.6,1,14,8,14,18,0,1,0,0,54,9
ENG-Premier League,2324,Arsenal,Thomas Partey,GHA,"MF,DF",30,1993,14,9,788,8.8,0,0,0,0,0,0,3,0,0.4,0.4,0.3,0.7,15,72,10,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.08,0.05,0.08,8.8,-0.4,-0.4,0.05,20.7,0,0.0,0.0,0,0,0,8,0.91,2,25.0,0.23,61,0,2,-0.3,0.6,6,54,37,68.5,243,224,92.2,14,72,321,298,92.8,636,570,89.6,2564,9177,0.3,636,0,0,0,3,570,3,0,2,24,14,609,3,3,10,4,0.46,0,0,0,4,0,0,25,2.86,0,1,0,24,0,0,9,6,3,10,5,5,50.0,9,0,11,1,9,4,14,11,25,18,1,453,8,8,15,1129,2227,10,528,13,9,69.2,2,15.4,154,6,138,23,707,423,707,23.0,56,4,79,9,16,5,3,15,1.71,0.11,2.71,20,5,-0.62,15.3,8.4,6.9,0.79,8,7,46.7,0,2,6,10,11,0,0,0,0,56,11
ENG-Premier League,2324,Arsenal,William Saliba,FRA,DF,22,2001,38,38,3420,38.0,2,1,3,2,0,0,4,0,1.6,1.6,0.2,1.8,16,157,6,0.05,0.03,0.08,0.05,0.08,0.04,0.01,0.05,0.04,0.05,38.0,0.4,0.4,0.16,10.5,0,0.2,0.67,2,0,0,10,0.26,3,30.0,0.08,175,1,1,0.8,0.9,6,150,104,69.3,1373,1298,94.5,6,157,1274,1202,94.3,2851,2635,92.4,15948,43599,0.2,2851,0,0,0,11,2635,2,0,3,55,33,2794,2,3,7,3,0.08,0,0,0,3,0,0,29,0.76,0,0,0,26,2,1,32,15,17,27,7,20,74.1,81,3,29,1,28,12,41,26,70,22,1,1992,13,22,16,5201,9002,6,2297,15,10,66.7,4,26.7,142,15,1239,223,3093,1720,3093,100.0,90,38,90,38,,0,0,62,1.63,,2.34,91,29,,76.1,27.9,48.2,1.27,49,72,59.5,0,3,16,22,29,0,0,1,0,213,26
ENG-Premier League,2324,Aston Villa,Bertrand Traoré,BFA,"DF,FW",27,1995,2,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,,,0,,,0,0,0,0,0.0,0,,0.0,0,0,0,0.0,0.0,0,1,0,0.0,0,0,,0,0,1,1,100.0,3,2,66.7,0,15,0.0,3,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,1,0,1,1,1,0,0,4,1,1,0,0,54,0,4,1,0,0.0,1,100.0,0,0,5,0,7,2,7,0.3,6,0,,0,6,2,6,0,0.0,-0.4,3.0,0,0,-5.91,0.0,0.7,-0.7,-5.8,0,0,,0,0,0,0,0,0,0,0,0,2,1
ENG-Premier League,2324,Aston Villa,Boubacar Kamara,FRA,MF,23,1999,20,20,1652,18.4,0,1,1,0,0,0,7,1,0.1,0.1,1.3,1.4,19,83,10,0.0,0.05,0.05,0.0,0.05,0.01,0.07,0.08,0.01,0.08,18.4,-0.1,-0.1,0.03,16.7,0,0.0,0.0,0,0,0,5,0.27,1,20.0,0.05,107,1,0,-0.3,1.4,20,82,56,68.3,344,319,92.7,12,83,560,521,93.0,1035,922,89.1,3978,14037,1.3,1035,0,0,0,13,922,1,0,2,40,32,994,8,6,8,3,0.16,0,0,0,3,0,0,38,2.07,2,1,0,33,2,0,21,14,7,47,23,24,51.1,16,0,21,6,16,21,43,29,64,22,1,769,13,19,19,1663,3527,10,880,30,14,46.7,12,40.0,186,13,305,50,1195,720,1195,48.3,83,10,83,20,,0,0,14,0.76,0.71,2.05,36,22,0.5,31.1,24.7,6.4,0.35,25,19,43.2,0,2,29,35,21,0,0,0,0,97,29
ENG-Premier League,2324,Aston Villa,Calum Chambers,ENG,"MF,DF",28,1995,5,1,152,1.7,0,1,1,0,0,0,1,0,0.0,0.0,0.1,0.1,0,5,1,0.0,0.59,0.59,0.0,0.59,0.0,0.06,0.06,0.0,0.06,1.7,0.0,0.0,,,0,,,0,0,0,0,0.0,0,,0.0,2,1,0,0.9,0.0,1,10,6,60.0,47,45,95.7,0,5,50,47,94.0,113,100,88.5,512,1705,0.1,113,0,0,0,2,100,0,0,0,0,0,113,1,0,0,0,0.0,0,0,0,0,0,0,1,0.6,0,0,0,1,0,0,2,1,1,1,1,0,0.0,4,0,2,0,3,0,3,0,5,0,0,78,1,0,0,158,349,1,99,1,1,100.0,0,0.0,12,0,68,9,129,49,129,4.4,30,0,67,1,21,4,26,-3,-1.78,-2.27,0.8,3,6,-1.19,3.1,4.9,-1.8,-1.04,1,1,50.0,0,0,1,3,2,0,0,0,0,8,0
ENG-Premier League,2324,Aston Villa,Cameron Archer,ENG,MF,22,2001,1,0,6,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,,,0,,,0,0,0,0,0.0,0,,0.0,0,0,0,0.0,0.0,0,0,0,,0,0,,0,0,6,5,83.3,6,5,83.3,0,42,0.0,6,0,0,0,0,5,0,0,0,0,0,6,0,1,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,5,0,1,1,28,39,0,7,0,0,,0,,2,0,1,0,7,4,7,0.2,6,0,,0,6,1,1,0,0.0,-0.4,3.0,0,0,-0.09,0.0,0.0,0.0,0.0,0,0,,0,0,0,1,0,0,0,0,0,1,0
ENG-Premier League,2324,Aston Villa,Clément Lenglet,FRA,DF,28,1995,14,14,1153,12.8,0,1,1,0,0,0,3,0,0.9,0.9,0.8,1.6,26,51,1,0.0,0.08,0.08,0.0,0.08,0.07,0.06,0.13,0.07,0.13,12.8,-0.9,-0.9,0.11,10.5,0,0.0,0.0,0,0,0,8,0.62,2,25.0,0.16,34,1,0,0.2,0.5,2,127,82,64.6,457,431,94.3,3,51,319,302,94.7,918,822,89.5,5173,15524,0.8,918,0,0,0,3,822,1,0,3,58,40,859,8,0,4,1,0.08,0,0,0,1,0,0,15,1.17,0,0,1,11,3,0,19,8,11,13,6,7,53.8,47,1,7,1,7,5,13,9,20,18,0,728,3,3,26,2832,4435,1,786,8,3,37.5,2,25.0,59,12,514,165,1018,450,1018,33.7,82,11,82,14,,0,20,-5,-0.39,-1.18,1.29,22,27,-0.49,20.4,23.4,-3.0,-0.23,11,15,57.7,0,3,12,3,7,0,0,0,0,37,9
ENG-Premier League,2324,Aston Villa,Diego Carlos,BRA,DF,30,1993,27,20,1816,20.2,0,0,0,0,0,0,4,0,1.9,1.9,0.1,2.0,4,59,1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1,20.2,-1.9,-1.9,0.19,9.1,0,0.0,0.0,0,0,0,10,0.5,1,10.0,0.05,72,0,0,-0.1,0.4,3,199,107,53.8,749,714,95.3,4,59,378,357,94.4,1340,1184,88.4,9315,23313,0.1,1340,0,0,0,4,1184,0,0,1,47,41,1293,6,0,0,2,0.1,0,0,0,2,0,0,9,0.45,0,0,0,9,0,0,24,5,19,21,8,13,61.9,78,3,13,1,22,4,27,16,40,2,1,1013,4,8,4,2606,4786,1,1118,4,2,50.0,2,50.0,43,23,867,244,1517,610,1517,53.1,67,18,86,20,15,7,5,-1,-0.05,-0.95,1.56,35,36,-0.44,31.4,33.8,-2.4,-0.12,26,21,44.7,0,1,4,26,13,0,1,0,0,78,16
ENG-Premier League,2324,Aston Villa,Douglas Luiz,BRA,MF,25,1998,35,35,2993,33.3,9,5,14,5,4,4,12,0,6.9,3.8,5.4,9.2,60,168,50,0.27,0.15,0.42,0.15,0.3,0.21,0.16,0.37,0.11,0.28,33.3,2.1,1.2,0.09,23.3,5,0.11,0.38,9,4,4,44,1.32,13,29.5,0.39,137,5,8,-0.4,5.3,53,276,167,60.5,870,775,89.1,39,168,871,812,93.2,2101,1800,85.7,7807,31199,5.4,2101,61,7,2,21,1800,7,100,115,237,129,1857,13,11,6,10,0.3,0,1,4,5,0,0,117,3.52,1,5,34,61,10,6,32,24,8,53,28,25,47.2,18,2,23,10,21,27,58,38,81,48,4,1394,31,33,60,3562,7522,50,1638,47,24,51.1,16,34.0,598,38,519,81,2347,1256,2351,87.5,86,26,86,35,,0,0,8,0.24,-1.23,1.69,65,57,0.18,56.4,52.7,3.7,0.11,18,25,58.1,0,115,41,51,23,0,0,0,0,184,38
ENG-Premier League,2324,Aston Villa,Emiliano Martínez,ARG,GK,30,1992,34,34,3015,33.5,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.5,0.0,0.0,,,0,,,0,0,0,0,0.0,0,,0.0,21,0,0,0.0,0.0,2,452,223,49.3,722,715,99.0,0,2,250,248,99.2,1436,1190,82.9,16368,28047,0.0,1436,0,0,0,1,1190,7,0,0,259,100,1170,0,0,0,1,0.03,0,0,0,1,0,0,3,0.09,0,0,0,3,0,0,0,0,0,0,0,0,,12,3,0,0,0,0,0,0,0,0,0,933,0,1,0,2772,4389,0,800,0,0,,0,,0,0,1484,1139,1509,25,1509,88.2,89,33,89,34,,0,0,24,0.72,2.72,1.91,72,48,1.52,58.8,49.8,9.0,0.27,0,5,100.0,0,0,7,1,0,2,0,0,0,48,0
ENG-Premier League,2324,Aston Villa,Ezri Konsa,ENG,DF,25,1997,35,35,3069,34.1,1,0,1,1,0,0,5,0,2.5,2.5,0.5,3.0,37,136,33,0.03,0.0,0.03,0.03,0.03,0.07,0.02,0.09,0.07,0.09,34.1,-1.5,-1.5,0.13,12.2,0,0.05,0.2,1,0,0,19,0.56,5,26.3,0.15,132,0,2,-0.5,1.0,8,129,95,73.6,1029,959,93.2,14,136,878,827,94.2,2094,1907,91.1,10672,31947,0.5,2094,0,0,0,24,1907,1,0,17,197,71,1896,0,1,123,6,0.18,1,1,1,3,0,0,34,1.0,1,3,1,25,2,2,36,16,20,27,4,23,85.2,73,3,28,3,28,23,54,32,82,20,3,1535,17,26,37,3700,6930,33,1669,34,19,55.9,6,17.6,258,36,971,239,2359,1146,2359,89.7,88,30,88,35,,0,0,14,0.41,0.15,1.77,68,54,-0.05,55.1,52.2,2.9,0.08,14,30,68.2,0,17,64,14,28,0,0,1,1,142,32
ENG-Premier League,2324,Aston Villa,Finley Munroe,ENG,MF,18,2005,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,,,0,0,0,0,0.0,0,,0.0,0,0,0,0.0,0.0,0,0,0,,1,1,100.0,0,0,0,0,,1,1,100.0,0,16,0.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,,0,0,1,0,1,0,1,0.1,4,0,,0,4,1,2,0,0.0,-0.4,0.0,0,0,-0.09,0.0,0.0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,0
